Regione,ASL,Città,CAP,Indirizzo,dug,civico,Farmacie,"Data Adesione al
protocollo"
170 - Basilicata,201 - AZIENDA SANITARIA LOCALE DI POTENZA ASP,Tito,85050,Corso V. Emanuele 57,Corso V. Emanuele,57,Farmacia Dr. Gerardi Margherita,2021-08-11T00:00:00Z
170 - Basilicata,201 - AZIENDA SANITARIA LOCALE DI POTENZA ASP,Tito Scalo,85050,Strada Serra,Strada Serra,,Farmacia Caterini Nicolina,2021-08-11T00:00:00Z
150 - Campania,207 - SALERNO,Nocera Inferiore,84014,Via Barbarulo 58/60,Via Barbarulo,58,Boscia Giuseppe,2021-08-23T00:00:00Z
150 - Campania,207 - SALERNO,Nocera Inferiore,84014,Via Cicalesi 56,Via Cicalesi,56,Corrado Francesco S.N.C.,2021-08-19T00:00:00Z
150 - Campania,207 - SALERNO,Nocera Inferiore,84014,Via Sciliano 13 15,Via Sciliano,15,Farmacia Ferrante Snc della Dottssa Luciana Ferra,2021-08-23T00:00:00Z
150 - Campania,207 - SALERNO,Angri,84012,Traversa Canonico Fusco 2,Traversa Canonico Fusco,2,C. Polini e R. Fasolino S.N.C.,2021-08-31T00:00:00Z
150 - Campania,207 - SALERNO,Angri,84012,Via dei Goti 7,Via dei Goti,7,F.Cia Conte S.A.S,2021-09-03T00:00:00Z
150 - Campania,207 - SALERNO,Scafati,84018,Poggiomarino 25,Poggiomarino,25,Farmacia San Pietro del Dr Gerardo Castellano e C,2021-08-11T00:00:00Z
150 - Campania,207 - SALERNO,Scafati,84018,Via della Resistenza 26 28 30 Con Ingresso 28,Via della Resistenza,28,Farmacia Santa Maria della Mercede Della Dottssa,2021-08-19T00:00:00Z
150 - Campania,207 - SALERNO,Scafati,84018,Via Martiri D'ungheria 160,Via Martiri D'ungheria,160,Farmacie Mara S.N.C.,2021-08-25T00:00:00Z
150 - Campania,207 - SALERNO,Scafati,84018,Via S Antonio Abate 131 133,Via S Antonio Abate,133,Farmacia Centrale Srl S Antonio,2021-08-30T00:00:00Z
170 - Basilicata,201 - AZIENDA SANITARIA LOCALE DI POTENZA ASP,Trivigno,85018,Via Garibaldi 3,Via Garibaldi,3,Farmacia Dr. Calabrese Giovanni,2021-08-09T00:00:00Z
150 - Campania,207 - SALERNO,Pagani,84016,Cso Ettore Padovano,Cso Ettore Padovano,,Farmacie Mara S.N.C.,2021-08-13T00:00:00Z
150 - Campania,204 - NAPOLI 1 CENTRO,Napoli,80145,Via Nuova San Rocco 60,Via Nuova San Rocco,60,Natalia Tranfaglia,2021-08-06T00:00:00Z
150 - Campania,204 - NAPOLI 1 CENTRO,Napoli,80127,Piazza Cavour 174 175,Piazza Cavour,175,Russo Maurizio,2021-08-23T00:00:00Z
150 - Campania,204 - NAPOLI 1 CENTRO,Napoli,80137,Via Macedonio Melloni 90,Via Macedonio Melloni,90,Farmacia Colangelo delle Dott.sse Maria Grazia e G,2021-08-09T00:00:00Z
150 - Campania,204 - NAPOLI 1 CENTRO,Napoli,80131,Viale Colli Aminei 249 253,Viale Colli Aminei,253,Farmacia Maddaloni Dott. Angelino Pasquale S.A.S.,2021-09-06T00:00:00Z
150 - Campania,204 - NAPOLI 1 CENTRO,Napoli,80137,Piazza Cavour 119,Piazza Cavour,119,Farmacia Cavour Sas di Di Donna Francesco e C.,2021-08-06T00:00:00Z
150 - Campania,204 - NAPOLI 1 CENTRO,Napoli,80135,S.Teresa degli Scalzi 106,S.Teresa degli Scalzi,106,Farmacia Internazionale Sas Dott.ssa Valentina Cacace,2021-08-06T00:00:00Z
150 - Campania,204 - NAPOLI 1 CENTRO,Napoli,80131,Via M Pietravalle 11 13 15 17 19,Via M Pietravalle,19,Farmacia al Policlinico S.A.S. Del Dott.Angelino,2021-09-06T00:00:00Z
150 - Campania,204 - NAPOLI 1 CENTRO,Napoli,80137,Piazza Cavour 150 151,Piazza Cavour,151,F.Cia del Sole Srl Dott.Ri L. Limone e P. Russo,2021-08-09T00:00:00Z
150 - Campania,204 - NAPOLI 1 CENTRO,Napoli,80141,Via Nicolini 36 e Via L. Di Capua 28,Via Nicolini,28,Farmacia F.G.A. del Dotor Arciero Achille S.A.S.,2021-08-07T00:00:00Z
150 - Campania,204 - NAPOLI 1 CENTRO,Napoli,80136,Via Materdei 71 Bis / 69,Via Materdei,69,Farmacia Aristonfarma S.R.L.,2021-08-09T00:00:00Z
170 - Basilicata,201 - AZIENDA SANITARIA LOCALE DI POTENZA ASP,Venosa,85029,Via Melfi 19,Via Melfi,19,Farmacia Nada Bagnoli Snc Di Carretta Lucia Anna e C.,2021-08-07T00:00:00Z
150 - Campania,207 - SALERNO,Sarno,84087,Piazza 24 Maggio 6,Piazza,6,Farrmacia Dott Cacciapuoti Anna,2021-08-12T00:00:00Z
150 - Campania,207 - SALERNO,San Marzano sul Sarno,84010,Via De Pascale 74,Via De Pascale,74,Bilotta Armando,2021-08-06T00:00:00Z
150 - Campania,207 - SALERNO,Nocera Superiore,84015,Via Vincenzo Russo 7,Via Vincenzo Russo,7,Caputo Leonilda,2021-08-16T00:00:00Z
150 - Campania,207 - SALERNO,Nocera Superiore,84015,Via Vincenzo Russo 223,Via Vincenzo Russo,223,Farmacia Angelina Lamberti S R L,2021-08-25T00:00:00Z
150 - Campania,207 - SALERNO,Castel San Giorgio,84083,Via Guerrasio 28,Via Guerrasio,28,Farmacia Siniscalco Sas del Dott Siniscalco Mich,2021-08-30T00:00:00Z
150 - Campania,207 - SALERNO,Roccapiemonte,84086,P.Zza Zanardelli 12,P.Zza Zanardelli,12,Cioffi Bianca,2021-08-06T00:00:00Z
150 - Campania,207 - SALERNO,Cava dei Tirreni,84013,Corso Umberto Primo 216-218,Corso Umberto Primo,216-218,Farmacia Duomo Carleo Antonio,2021-09-06T00:00:00Z
150 - Campania,207 - SALERNO,Cava Dè Tirreni,84013,Via E. Talamo 25,Via E. Talamo,25,Farmacia del Leone Dr. Gemma Severini E C S.N.C.,2021-09-06T00:00:00Z
150 - Campania,207 - SALERNO,Cava Dè Tirreni,84013,Corso Italia 16,Corso Italia,16,Viola Gianluigi,2021-08-27T00:00:00Z
150 - Campania,207 - SALERNO,Cava Dè Tirreni,84013,Via Filangieri 2,Via Filangieri,2,F.Cia Montano Villani M. Vittoria,2021-09-06T00:00:00Z
150 - Campania,207 - SALERNO,Cava Dè Tirreni,84013,Via Xxv Luglio 197/201,Via Xxv Luglio,197,F.Cia S. Giuseppe Curcio C. Antonio,2021-08-31T00:00:00Z
150 - Campania,207 - SALERNO,Cava De Tirreni,84013,Corso Umberto Primo 307 309 311,Corso Umberto Primo,311,Farmacia Accarino Snc di Renato E Maria Elena,2021-08-23T00:00:00Z
150 - Campania,207 - SALERNO,Dragonea,84019,Via Vallone 55,Via Vallone,55,Farmacia Bindo Sas di Grazia Bindo e C,2021-08-10T00:00:00Z
150 - Campania,207 - SALERNO,Amalfi,84011,P.Zza Duomo 42,P.Zza Duomo,42,Farmacia Dr. Gisella Medaglia,2021-08-12T00:00:00Z
150 - Campania,207 - SALERNO,Amalfi,84011,Piazza dei Dogi 34,Piazza dei Dogi,34,Farmacia degli Arsenali S.R.L.,2021-08-06T00:00:00Z
170 - Basilicata,201 - AZIENDA SANITARIA LOCALE DI POTENZA ASP,Viggiano,85059,Corso V. Emanuele 16,Corso V. Emanuele,16,Farmacia Dr. Caiazza Gaetano,2021-08-07T00:00:00Z
150 - Campania,207 - SALERNO,Fraz Polvica,84010,Via Roma 7,Via Roma,7,Farmacia Dott.ssa Claudia Campitiello E C S.N.C.,2021-08-19T00:00:00Z
150 - Campania,207 - SALERNO,Minori,84010,Corso V. Emanuele 31,Corso V. Emanuele,31,Proto Emmanuela,2021-08-06T00:00:00Z
170 - Basilicata,201 - AZIENDA SANITARIA LOCALE DI POTENZA ASP,Ginestra,85020,Via Monticchio 33,Via Monticchio,33,Farmacia De Nuzzo Fernanda,2021-08-20T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Arezzo,52100,Via Campo di Marte 7,Via Campo di Marte,7,Farmacia Comunale N.1,2021-08-06T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Arezzo,52100,Via Tarlati 105/b,Via Tarlati,105b,Farmacia della Ss Annunziata di Ducci Andrea,2021-08-19T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Arezzo,52100,Corso Italia 73,Corso Italia,73,Farmacia al Corso,2021-08-09T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Arezzo,52100,Via Setteponti Quarata 408,Via Setteponti Quarata,408,Farmacia Scortecci Snc di Scortecci E Buricchi,2021-08-09T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Arezzo,52100,Corso Italia 157,Corso Italia,157,Farmacia Merelli S.R.L.,2021-08-09T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Arezzo,52100,Corso Italia 120,Corso Italia,120,Farmacia Centrale,2021-08-09T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Arezzo,52100,Corso Italia 261 263,Corso Italia,263,Farmacia Romanelli Brunello,2021-08-24T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Arezzo,52100,Via Anconetatna 80,Via Anconetatna,80,Farmacia Ruffini Fanfani del Dr. Gabriele Ruffini,2021-08-23T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Arezzo,52100,Via Montefalco 19,Via Montefalco,19,Farmacia della Chimera,2021-08-23T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Arezzo,52010,Ponte Alla Chiassa 314,Ponte Alla Chiassa,314,Farmacia Ponte Alla Chiassa Sas Dr Redi e C,2021-08-16T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Badia Tedalda,52032,Via Alpe della Luna 4,Via Alpe della Luna,4,Farmacia Salvati,2021-08-12T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Bibbiena,52012,Piazza Ge Sacconi 1 5 7,Piazza Ge Sacconi,7,Farmacia della Stazione,2021-08-19T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Bucine,52020,Via Trieste 175 ,Via Trieste,175,Farmacia Beni S.A.S.,2021-08-26T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Bucine,52021,Via Niccolo Angeli 25B,Via Niccolo Angeli,25b,Farmacia di Bucine del Dr Vittori Bochicchio Giuliano e C S.N.C.,2021-08-10T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Bucine,52021,Via Primo Maggio 2g/2h ,Via Primo Maggio,2g/2h,Farmacia Bonci Annalisa,2021-08-25T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Castel San Niccolò,52018,Via Roma 10,Via Roma,10,Farmacia Simone Attilio,2021-08-10T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Castiglion Fiorentino,52043,Viale Mazzini 120/f,Viale Mazzini,120f,Farmacia San Michele Dott Pierozzi E C S.N.C.,2021-08-07T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Cavriglia,52020,Piazza Camonti 4,Piazza Camonti,4,Farmacia Carrera,2021-08-30T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Cavriglia,52022,Via Caduti 29,Via Caduti,29,Farmacia Monastero della D.ssa Pessetti Valentina,2021-08-22T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Chiusi della Verna,52010,Via Nazionale 24 Loc Corsalone,Via Nazionale,24,Farmacia Giotti del Dr Giotti R e C S.N.C.,2021-08-06T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Cortona,52044,Via Nazionale 38,Via Nazionale,38,Farmacia Centrale,2021-08-10T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Foiano della Chiana,52045,Corso Vittorio Emanuele 39/41,Corso Vittorio Emanuele,39,Farmacia del Furia,2021-08-21T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Laterina Pergine Valdarno,52020,Via Nazionale 142 Ponticino,Via Nazionale,142,Farmacia Bellezza Ponticino,2021-09-02T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Laterina Pergine Valdarno,52020,Via Enrico Fermi 4A,Via Enrico Fermi,4a,Farmacia di Laterina S.R.L.,2021-08-16T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Loro Ciuffenna,52040,Piazza del Popolo 12/a ,Piazza del Popolo,12a,Farmacia di San Giustino,2021-08-12T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Lucignano,52046,Via Matteotti 79,Via Matteotti,79,Farmacia Bartolacci Giuliano,2021-08-06T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Monterchi,52035,Via Piero della Francesca 22,Via Piero della Francesca,22,Farmacia Minucci,2021-08-06T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Monte San Savino,52048,Corso San Gallo 52,Corso San Gallo,52,Farmacia Rosai Paturzo,2021-08-06T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Monte San Savino,52048,Via delle Nebbiaie 25 B D Loc Borghetto,Via delle Nebbiaie,25,Farmacia Comunale Borghetto,2021-08-06T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Montevarchi,52020,Piazza Ubertini 128,Piazza Ubertini,128,Farmacia Soldani Salvini,2021-08-09T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Montevarchi,52023,Via Leona 1 3,Via Leona,3,Farmacia di Levane,2021-09-06T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Laterina Pergine Valdarno,52020,Via Vecchia Aretina 30 32 Montalto di Pergine,Via Vecchia Aretina,30,Farmacia Zampi Daniela e C S.A.S.,2021-09-06T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Laterina Pergine Valdarno,52020,Via Case Nuove 10,Via Case Nuove,10,Farmacia Tassi Daniele,2021-08-07T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Castelfranco Piandiscò,52020,V.Giovanni Xxiii 5,V.Giovanni Xxiii,5,Farmacia Cesari Luca,2021-08-09T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Poppi,52014,Piazza Amerighi 2,Piazza Amerighi,2,Farmacia Poppi del Dr. Berioli Giovanni e C. S.A.S,2021-08-09T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Poppi,52013,Via Roma 206/b,Via Roma,206b,Farmacia Veltroni Dott Veltroni Dani E C S.N.C.,2021-08-10T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,San Giovanni Valdarno,52027,Via S. Lavagnini 83,Via S. Lavagnini,83,Farmacia Comunale N. 2,2021-08-06T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,San Giovanni Valdarno,52027,Corso Italia 110,Corso Italia,110,Farmacia Campedelli Dott Campedelli E C S.N.C.,2021-08-17T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,San Giovanni Valdarno,52027,Corso Italia 113,Corso Italia,113,Farmacia Sansoni,2021-08-11T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Sestino,52038,Via Roma 24,Via Roma,24,Farmacia Ercolani di e Ercolani e C S.A.S.,2021-09-06T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Castiglion Fiorentino,52043,Via Nartiri di Nassiriya 26,Via Nartiri di Nassiriya,26,Farmacia San Giovanni,2021-08-10T00:00:00Z
090 - Toscana,203 - Az. USL TOSCANA SUD-EST,Arezzo,52100,Via Martiri di Civitella 7,Via Martiri di Civitella,7,Farmacia Maesta di Giannino S.N.C.,2021-08-09T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Capraia e Limite,50050,Via Buozzi 24 ,Via Buozzi,24,Farmacia Medri,2021-08-15T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Castelfiorentino,50051,Piazza Kennedy 15,Piazza Kennedy,15,Farmacia Venturi Sas del Dr. Francesco Venturi,2021-08-20T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Castelfiorentino,50050,Via Vittorio Niccoli 474 ,Via Vittorio Niccoli,474,Farmacia di Granaiolo,2021-08-09T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Cerreto Guidi,50050,Via V.Veneto 5,Via V.Veneto,5,Farmacia di Cerreto,2021-08-08T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Certaldo,50052,Piazza Boccaccio 46,Piazza Boccaccio,46,Farmacia Favilli,2021-08-09T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Certaldo,50050,Via Fiorentina 85 ,Via Fiorentina,85,Farmacia del Fiano,2021-08-06T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Certaldo,50052,Piazza Boccaccio 18,Piazza Boccaccio,18,Farmacia Manganelli,2021-08-09T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Empoli,50053,Via G del Papa 30,Via G del Papa,30,Antica Farmacia Castellani S.R.L.,2021-08-11T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Empoli,50053,Via del Giglio 87/89,Via del Giglio,87,Farmacia Antica Chiarugi,2021-09-03T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Empoli,50053,Via Valdorme 83 ,Via Valdorme,83,Farmacia Bolognesi della D.ssa Soheila Foroughi e C. S.A.S.,2021-08-26T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Fucecchio,50050,Via Romana Lucchese 238 B Fraz. Galleno,Via Romana Lucchese,238,Farmacia del Galleno Dr. Roberto Sorini Dini e C. S.A.S.,2021-08-09T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Montaione,50050,Via Roma 41 43,Via Roma,43,Farmacia Priamo Dr Angela Priamo e C S.A.S.,2021-08-25T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Montelupo Fiorentino,50056,Via Garibaldi 31,Via Garibaldi,31,Farmacia Canneri,2021-08-26T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Montespertoli,50025,Via Romita 101 ,Via Romita,101,Farmacia Barsacchi Dr P Barsacchi E C S.A.S.,2021-08-06T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Vinci,50059,Viale Togliatti 106,Viale Togliatti,106,Farmacia Mannori Sas di Mannori Riccardo e C,2021-08-07T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Castelfranco di Sotto,56020,Piazza Matteotti 13,Piazza Matteotti,13,Farmacia Farmavasco di Farmavasco S.R.L.,2021-08-24T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Castelfranco di Sotto,56022,Via De Gasperi 5,Via De Gasperi,5,Farmacia Meoni,2021-08-09T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Montopoli In Val D'arno,56020,Via Unità D'italia 1,Via Unità D'italia,1,Farmacia Salvadori Sas del Dott Tommaso Salvadori e C,2021-08-27T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Montopoli In Val D'arno,56020,Via Nazionale 19 ,Via Nazionale,19,Farmacia Comunale,2021-09-02T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Santa Croce Sull'arno,56029,Viale G. di Vittorio 1/3,Viale G. di Vittorio,1/3,Farmacia Comunale N. 2,2021-09-07T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Certaldo,50052,Via Don Minzoni 58 60 62,Via Don Minzoni,62,Farmacia al Molino dei Dottori Alessandra Larini e Aldo Cocchini S N C,2021-08-07T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Bagno a Ripoli,50012,Via Chiantigiana 34 C Ponte A Niccheri,Via Chiantigiana,34,Farmacia Fortuna,2021-09-08T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Bagno a Ripoli,50012,Via Roma 152 154 Loc Antella,Via Roma,152,Farmacia Bagno a Ripoli Dr.ssa Maria Teresa Faucci,2021-08-09T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Barberino di Mugello,50031,Piazza Cavour 20,Piazza Cavour,20,Farmacia Mancini,2021-08-10T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Campi Bisenzio,50010,Via delle Molina 56B,Via delle Molina,56b,Farmacia Comunale N.1,2021-08-06T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Campi Bisenzio,50010,Via Vingone 254 D Sant Angelo a Lecore,Via Vingone,254,Farmacia Sant Angelo,2021-08-12T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Campi Bisenzio,50013,Via San Quirico 165 ,Via San Quirico,165,Farmacia Comunale N. 9 I Gigli,2021-08-13T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Dicomano,50062,Via della Vittoria 28/30,Via della Vittoria,28,Farmacia La Fenice,2021-08-09T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Figline e Incisa Valdarno,50063,Piazza della Fattoria 1/3/4,Piazza della Fattoria,1,Farmacia Comunale Serristori,2021-08-06T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Firenze,50122,Via Pratese 81 a BC,Via Pratese,81,Farmacia Santa Maria Nuova,2021-08-13T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Firenze,50129,Via Xxvii Aprile 23r,Via Xxvii Aprile,23r,Farmacia Brizio Mazzei della Dottssa Brizio Patrizia e C S.N.C.,2021-08-10T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Firenze,50123,Borgo Ognissanti 44r-48r,Borgo Ognissanti,44r-48r,Farmacia D'ognissanti,2021-08-30T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Firenze,50123,Via De Conti 20r,Via De Conti,20r,Farmacia Roma Universale D.ssa Roberta Sisca e C S.A.S.,2021-08-22T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Firenze,50122,Via Maranini 4,Via Maranini,4,Farmacia Ss Annunziata Dr Leonardo Azzerlini e C S.A.S.,2021-08-31T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Firenze,50125,Via Pietrapiana 2,Via Pietrapiana,2,Farmacia S.Ambrogio,2021-08-09T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Firenze,50144,Piazza Puccini 30,Piazza Puccini,30,Farmacia Puccini S.R.L.,2021-09-09T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Firenze,50122,Via Ghibellina 87/r,Via Ghibellina,87r,Farmacie Selva e Franchi della Dr.ssa Irene Avesti e C. S.A.S.,2021-08-08T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Firenze,50122,Via dei Neri 67/r,Via dei Neri,67r,Farmacia degli Uffizi,2021-08-22T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Firenze,50123,Piazza del Mercato Nuovo 4R,Piazza del Mercato Nuovo,4r,Arcuri Filippa,2021-08-09T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Firenze,50125,Via dei Renai 9/r,Via dei Renai,9r,Farmacia Comunale N.7,2021-08-13T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Firenze,50124,Piazza Piattellina 7/r 8/r,Piazza Piattellina,7r 8r,Farmacia del Carmine S.R.L.,2021-09-09T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Firenze,50126,Via Datini 57A,Via Datini,57a,Farmacia del Bandino D.ssa Diomedi Camassei e C S.A.S.,2021-08-09T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Firenze,50124,Borgo San Frediano 153,Borgo San Frediano,153,Farmacia Alla Porta San Frediano Snc Dott Nicola e Linda Longo,2021-08-25T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Firenze,50145,Via Pistoiese 11,Via Pistoiese,11,Farmacia S Maria Peretola S.R.L.,2021-08-07T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Firenze,50141,Piazza Dalmazia 24/r,Piazza Dalmazia,24r,Farmacia di Rifredi della D.ssa Napoli E C S.A.S.,2021-08-06T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Firenze,50136,Via Aretina 248/b,Via Aretina,248b,Farmacia Comunale N.9,2021-08-13T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Firenze,50135,Via Francesco Calasso 19 43 Centro Commerciale,Via Francesco Calasso,19,Farmacia del Guarlone di Lloyds Retail S.R.L.,2021-08-06T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Firenze,50132,Via degli Artisti 1A,Via degli Artisti,1a,Farmacia Donatello Dott A Castellano e C S.A.S.,2021-09-03T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Firenze,50136,Via Aretina 9r 7r 7ra,Via Aretina,9r 7r 7ra,Farmacia del Madonnone Dott P Davolio e C S.A.S.,2021-08-10T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Firenze,50132,Via Masaccio 262B,Via Masaccio,262b,Antica Farmacia Molteni,2021-08-11T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Greve In Chianti,50020,Via della Conca D Oro 99 97 91a 91b 91c Panzano,Via della Conca D Oro,99,Farmacia Dr Coriglione,2021-08-09T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Greve In Chianti,50022,Via Battisti 7,Via Battisti,7,Farmacia Stecchi,2021-08-13T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Impruneta,50029,Via Repubblica 23/25/27 Loc. Tavarnuzze,Via Repubblica,23,Farmacia La Certosa,2021-08-20T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Impruneta,50029,Via della Repubblica 116,Via della Repubblica,116,Farmacia di Tavarnuzze,2021-08-12T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Lastra a Signa,50055,Via Xxv Aprile 4 Ponte A Signa,Via Xxv Aprile,4,Farmacia Santi del Dr Stefano Santi E C S.A.S.,2021-08-07T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Pontassieve,50065,Piazza Cairoli 7,Piazza Cairoli,7,Farmacia Grb S.R.L.,2021-08-09T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Reggello,50066,Piazza Indipendenza 1,Piazza Indipendenza,1,Farmacia Pavarini Dssa Anna Maria Pavarini e C S.A.S.,2021-08-11T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Reggello,50056,Via Dante Alighieri 63,Via Dante Alighieri,63,Farmacia Milio S.N.C. Dr. Riccardo Bardelli e C.,2021-08-09T00:00:00Z
090 - Toscana,201 - AZ. USL TOSCANA CENTRO,Reggello,50066,Via Jf Kennedy 18,Via Jf Kennedy,18,Farmacia Insarda,2021-08-08T00:00:00Z
